Observer;Tone complexity;Session;Practice or main experiment;Chord consonance;Chord shape index;Starting pitch;Probe correctness;Probe consonance;Probe index;Response yes/no;Response accuracy;Response time;Probe amplitude correction
JK;0;1;1;0;10;3;1;NaN;2;0;0;0.63683;NaN
JK;0;1;1;1;4;3;0;1;2;0;1;1.5954;NaN
JK;0;1;1;1;4;3;0;0;2;0;1;0.7959;NaN
JK;0;1;1;1;3;3;1;NaN;1;1;1;1.1389;NaN
JK;0;1;1;1;2;2;0;0;3;0;1;0.69208;NaN
JK;0;1;1;0;7;1;1;NaN;3;0;0;0.62779;NaN
JK;0;1;1;0;6;3;1;NaN;3;0;0;0.70839;NaN
JK;0;1;1;0;10;1;0;NaN;1;1;0;0.67711;NaN
JK;0;1;1;0;6;3;1;NaN;4;1;1;0.68131;NaN
JK;0;1;1;0;6;5;0;NaN;3;0;1;0.66455;NaN
JK;0;1;1;1;1;3;0;1;1;1;0;0.71024;NaN
JK;0;1;1;1;4;1;0;0;3;1;0;2.1807;NaN
JK;0;1;1;1;2;4;0;1;3;0;1;0.67723;NaN
JK;0;1;1;1;4;5;0;1;1;0;1;0.70541;NaN
JK;0;1;1;0;8;1;1;NaN;5;1;1;0.75966;NaN
JK;0;1;1;0;10;1;1;NaN;2;0;0;0.73757;NaN
JK;0;1;1;0;10;1;1;NaN;4;0;0;0.83132;NaN
JK;0;1;1;0;7;4;1;NaN;5;1;1;1.0594;NaN
JK;0;1;1;1;2;1;0;0;1;0;1;0.67939;NaN
JK;0;1;1;0;8;3;0;NaN;2;0;1;0.68358;NaN
JK;0;1;1;0;8;2;1;NaN;2;0;0;0.89315;NaN
JK;0;1;1;0;6;1;0;NaN;1;0;1;0.77914;NaN
JK;0;1;1;0;10;4;1;NaN;5;1;1;0.64114;NaN
JK;0;1;1;1;3;3;1;NaN;3;0;0;0.63718;NaN
JK;0;1;1;0;10;5;0;NaN;3;0;1;0.64925;NaN
JK;0;1;1;0;10;1;0;NaN;2;0;1;0.6459;NaN
JK;0;1;1;1;4;1;0;1;3;1;0;0.68006;NaN
JK;0;1;1;1;2;3;0;1;3;0;1;0.58587;NaN
JK;0;1;1;1;5;1;1;NaN;5;1;1;0.71737;NaN
JK;0;1;1;1;2;2;1;NaN;1;0;0;0.62555;NaN
JK;0;1;1;1;5;5;0;1;2;0;1;0.59669;NaN
JK;0;1;1;1;2;5;0;1;2;0;1;0.7896;NaN
JK;0;1;1;0;6;5;1;NaN;4;0;0;0.62558;NaN
JK;0;1;1;1;2;3;0;0;3;0;1;0.87163;NaN
JK;0;1;1;0;10;4;1;NaN;3;0;0;0.76122;NaN
JK;0;1;1;1;5;5;0;0;1;0;1;0.80322;NaN
JK;0;1;1;0;9;1;0;NaN;2;0;1;1.5843;NaN
JK;0;1;1;0;10;1;0;NaN;1;0;1;0.74415;NaN
JK;0;1;1;0;6;5;0;NaN;1;0;1;1.8594;NaN
JK;0;1;1;1;2;5;1;NaN;3;1;1;0.67019;NaN
JK;0;1;1;0;7;1;0;NaN;1;1;0;0.74337;NaN
JK;0;1;1;0;7;4;1;NaN;5;1;1;0.57859;NaN
JK;0;1;1;1;5;3;1;NaN;3;1;1;1.7547;NaN
JK;0;1;1;1;5;4;0;1;2;1;0;1.9499;NaN
JK;0;1;1;0;7;3;0;NaN;1;0;1;0.51379;NaN
JK;0;1;1;0;8;1;1;NaN;1;0;0;0.81615;NaN
JK;0;1;1;1;3;5;0;1;1;0;1;0.64562;NaN
JK;0;1;1;1;4;2;0;0;1;1;0;0.63182;NaN
JK;0;1;1;0;9;2;0;NaN;3;1;0;0.53939;NaN
JK;0;1;1;0;7;3;1;NaN;5;1;1;0.72322;NaN
JK;0;1;1;1;1;1;0;0;1;1;0;0.5763;NaN
JK;0;1;1;0;10;5;1;NaN;2;0;0;0.8159;NaN
JK;0;1;1;0;9;3;1;NaN;2;0;0;1.7813;NaN
JK;0;1;1;1;2;2;0;1;2;0;1;1.5574;NaN
JK;0;1;1;1;2;1;1;NaN;5;1;1;1.054;NaN
JK;0;1;1;1;5;4;1;NaN;1;0;0;1.2464;NaN
JK;0;1;1;0;9;5;0;NaN;3;0;1;0.74027;NaN
JK;0;1;1;0;10;4;1;NaN;4;0;0;1.0846;NaN
JK;0;1;1;0;7;2;1;NaN;1;0;0;0.72767;NaN
JK;0;1;1;1;2;3;1;NaN;5;1;1;0.59955;NaN
JK;0;1;1;1;3;1;0;0;2;0;1;0.55547;NaN
JK;0;1;1;0;6;1;0;NaN;3;0;1;4.7448;NaN
JK;0;1;1;1;2;1;0;0;2;0;1;1.7119;NaN
JK;0;1;1;1;4;1;1;NaN;1;0;0;0.70982;NaN
JK;0;1;1;1;2;3;0;1;1;0;1;3.1695;NaN
JK;0;1;1;1;3;1;1;NaN;1;1;1;0.73437;NaN
JK;0;1;1;0;6;3;0;NaN;1;0;1;1.5262;NaN
JK;0;1;1;0;9;1;0;NaN;2;1;0;0.58066;NaN
JK;0;1;1;1;4;5;0;1;2;0;1;0.67663;NaN
JK;0;1;1;1;1;1;0;1;1;1;0;0.6943;NaN
JK;0;1;1;0;10;3;1;NaN;4;1;1;0.76905;NaN
JK;0;1;1;1;1;1;1;NaN;1;0;0;0.64894;NaN
JK;0;1;1;0;9;3;0;NaN;3;1;0;1.7152;NaN
JK;0;1;1;1;4;5;0;0;1;0;1;0.63587;NaN
JK;0;1;1;0;7;5;1;NaN;1;0;0;0.59452;NaN
JK;0;1;1;0;7;2;0;NaN;3;1;0;1.1635;NaN
JK;0;1;1;1;5;4;1;NaN;5;1;1;0.60619;NaN
JK;0;1;1;0;10;2;0;NaN;3;0;1;1.7492;NaN
JK;0;1;1;0;9;5;1;NaN;5;1;1;0.72064;NaN
JK;0;1;1;0;10;2;1;NaN;3;1;1;0.95441;NaN
JK;0;1;1;1;3;1;0;1;1;0;1;0.89768;NaN
JK;0;1;1;1;3;3;1;NaN;4;1;1;0.85285;NaN
JK;0;1;1;0;8;4;0;NaN;1;0;1;1.1065;NaN
JK;0;1;1;1;1;1;0;1;3;0;1;1.5985;NaN
JK;0;1;1;1;4;2;0;0;2;0;1;1.7701;NaN
JK;0;1;1;0;6;4;0;NaN;1;0;1;1.1827;NaN
JK;0;1;1;0;6;3;1;NaN;3;0;0;1.1842;NaN
JK;0;1;1;0;10;3;0;NaN;2;1;0;0.80194;NaN
JK;0;1;1;0;8;1;1;NaN;5;1;1;0.67591;NaN
JK;0;1;1;0;7;1;0;NaN;2;0;1;0.48565;NaN
JK;0;1;1;1;5;3;0;0;1;1;0;1.9084;NaN
JK;0;1;1;0;10;3;1;NaN;3;1;1;0.92826;NaN
JK;0;1;1;1;3;5;0;0;3;0;1;0.94935;NaN
JK;0;1;1;0;9;4;0;NaN;2;0;1;1.0546;NaN
JK;0;1;1;1;3;3;0;0;1;0;1;1.2741;NaN
JK;0;1;1;1;4;2;1;NaN;2;0;0;0.64496;NaN
JK;0;1;1;1;4;5;0;0;3;0;1;0.69462;NaN
JK;0;1;1;1;3;1;0;0;3;0;1;0.99052;NaN
JK;0;1;1;0;10;3;1;NaN;4;0;0;0.95215;NaN
JK;0;1;1;0;8;2;0;NaN;1;1;0;1.0924;NaN
JK;0;1;1;1;1;3;0;1;2;0;1;2.3249;NaN
JK;0;1;1;1;2;3;0;1;1;0;1;1.7813;NaN
JK;0;1;1;1;5;5;1;NaN;4;1;1;0.70428;NaN
JK;0;1;1;1;3;2;1;NaN;2;0;0;0.55303;NaN
JK;0;1;1;0;7;3;0;NaN;3;0;1;0.75398;NaN
JK;0;1;1;1;2;2;1;NaN;3;0;0;0.65931;NaN
JK;0;1;1;1;2;3;0;1;3;1;0;0.78744;NaN
JK;0;1;1;0;6;2;0;NaN;2;0;1;1.3593;NaN
JK;0;1;1;0;8;5;1;NaN;4;0;0;0.96797;NaN
JK;0;1;1;1;4;5;1;NaN;5;1;1;0.43732;NaN
JK;0;1;1;0;6;1;0;NaN;3;0;1;0.58309;NaN
JK;0;1;1;1;2;3;1;NaN;5;1;1;0.5116;NaN
JK;0;1;1;1;3;5;1;NaN;5;1;1;0.46456;NaN
JK;0;1;1;0;7;3;0;NaN;3;0;1;0.79685;NaN
JK;0;1;1;1;3;4;0;1;2;0;1;0.70771;NaN
JK;0;1;1;0;9;5;0;NaN;3;0;1;0.6606;NaN
JK;0;1;1;1;4;2;1;NaN;3;0;0;0.69833;NaN
JK;0;1;1;1;1;5;0;0;2;0;1;0.76782;NaN
JK;0;1;1;0;10;2;1;NaN;5;1;1;0.64473;NaN
JK;0;1;1;0;6;4;1;NaN;4;1;1;0.68135;NaN
JK;0;1;1;0;9;2;0;NaN;1;0;1;0.62149;NaN
JK;0;1;1;0;9;3;1;NaN;5;1;1;0.6431;NaN
JK;0;1;1;0;9;1;1;NaN;3;0;0;0.72475;NaN
JK;0;1;1;0;10;4;1;NaN;1;0;0;0.6545;NaN
JK;0;1;1;1;2;1;1;NaN;5;1;1;0.67562;NaN
JK;0;1;1;1;3;2;1;NaN;3;1;1;1.5808;NaN
JK;0;1;1;0;8;1;0;NaN;3;0;1;0.63125;NaN
JK;0;1;1;1;3;4;1;NaN;1;0;0;0.64047;NaN
JK;0;1;1;1;3;2;0;1;3;0;1;0.94861;NaN
JK;0;1;1;0;9;1;1;NaN;5;1;1;0.61941;NaN
JK;0;1;1;0;8;2;1;NaN;2;1;1;0.98989;NaN
JK;0;1;1;1;1;4;1;NaN;4;0;0;0.76225;NaN
JK;0;1;1;1;3;1;0;1;3;1;0;0.51607;NaN
JK;0;1;1;0;9;2;0;NaN;2;1;0;0.69601;NaN
JK;0;1;1;1;5;2;1;NaN;4;0;0;0.36821;NaN
JK;0;1;1;0;9;4;0;NaN;1;0;1;0.57015;NaN
JK;0;1;1;0;7;1;0;NaN;3;0;1;0.67851;NaN
JK;0;1;1;1;4;1;0;1;3;0;1;0.65064;NaN
JK;0;1;1;1;5;3;1;NaN;3;1;1;1.3889;NaN
JK;0;1;1;1;5;2;1;NaN;4;1;1;1.1085;NaN
JK;0;1;1;1;3;4;1;NaN;5;1;1;0.61152;NaN
JK;0;1;1;1;2;5;1;NaN;2;1;1;1.453;NaN
JK;0;1;1;1;4;5;0;0;2;0;1;0.56932;NaN
JK;0;1;1;1;1;1;0;1;3;1;0;0.73378;NaN
JK;0;1;1;0;10;3;1;NaN;1;0;0;0.66709;NaN
JK;0;1;1;1;5;5;0;1;3;1;0;0.65437;NaN
JK;0;1;1;0;7;3;0;NaN;1;0;1;0.71294;NaN
JK;0;1;1;0;7;4;0;NaN;3;0;1;0.65818;NaN
JK;0;1;1;0;10;3;0;NaN;3;0;1;0.61285;NaN
JK;0;1;1;0;10;5;0;NaN;1;0;1;0.80738;NaN
JK;0;1;1;0;9;2;0;NaN;2;0;1;0.89231;NaN
JK;0;1;1;1;5;1;1;NaN;1;0;0;1.8045;NaN
JK;0;1;1;0;10;3;0;NaN;1;1;0;0.81698;NaN
JK;0;1;1;0;6;2;1;NaN;5;1;1;0.66251;NaN
JK;0;1;1;0;10;4;0;NaN;1;0;1;0.65765;NaN
JK;0;1;1;1;5;5;0;0;1;0;1;1.2603;NaN
JK;0;1;1;0;10;2;0;NaN;2;1;0;0.8727;NaN
JK;0;1;1;0;10;2;1;NaN;2;1;1;0.65844;NaN
JK;0;1;1;0;9;1;0;NaN;3;0;1;0.76492;NaN
JK;0;1;1;1;5;1;0;1;3;1;0;0.73783;NaN
JK;0;1;1;0;9;4;1;NaN;3;0;0;0.69811;NaN
JK;0;1;1;0;6;1;0;NaN;1;0;1;0.62882;NaN
JK;0;1;1;0;6;1;0;NaN;3;0;1;0.76295;NaN
JK;0;1;1;0;10;2;0;NaN;2;1;0;1.3758;NaN
JK;0;1;1;1;3;3;0;0;3;1;0;0.63844;NaN
JK;0;1;1;0;7;1;1;NaN;5;1;1;0.65306;NaN
JK;0;1;1;0;8;4;0;NaN;1;0;1;1.21;NaN
JK;0;1;1;1;5;4;1;NaN;5;1;1;0.72048;NaN
JK;0;1;1;1;3;4;0;1;1;0;1;1.9462;NaN
JK;0;1;1;0;10;4;0;NaN;3;0;1;0.60054;NaN
JK;0;1;1;0;7;2;1;NaN;2;0;0;0.59158;NaN
JK;0;1;1;1;5;5;0;1;1;1;0;0.6726;NaN
JK;0;1;1;1;2;4;0;1;1;0;1;0.70597;NaN
JK;0;1;1;0;10;2;0;NaN;1;1;0;0.72806;NaN
JK;0;1;1;0;9;5;0;NaN;1;0;1;0.61596;NaN
JK;0;1;1;1;1;5;0;0;2;1;0;0.87695;NaN
JK;0;1;1;1;3;2;1;NaN;3;0;0;0.62558;NaN
JK;0;1;1;1;3;5;0;0;3;1;0;0.6981;NaN
JK;0;1;1;0;6;4;0;NaN;2;0;1;1.6663;NaN
JK;0;1;1;0;7;3;1;NaN;2;0;0;0.63457;NaN
JK;0;1;1;1;2;3;0;1;1;1;0;0.87821;NaN
JK;0;1;1;1;1;1;1;NaN;1;1;1;0.85844;NaN
JK;0;1;1;1;1;1;1;NaN;5;1;1;0.65351;NaN
JK;0;1;1;0;10;4;0;NaN;2;0;1;0.68268;NaN
JK;0;1;1;1;1;3;1;NaN;4;0;0;0.60439;NaN
JK;0;1;1;1;4;3;0;1;1;1;0;0.66492;NaN
JK;0;1;1;1;2;4;0;0;3;0;1;0.59052;NaN
JK;0;1;1;1;1;4;1;NaN;5;1;1;0.76466;NaN
JK;0;1;1;0;8;5;1;NaN;2;0;0;1.2415;NaN
JK;0;1;1;0;7;5;0;NaN;1;1;0;0.67929;NaN
JK;0;1;1;1;5;4;1;NaN;4;1;1;0.79299;NaN
JK;0;1;1;0;8;1;1;NaN;1;0;0;0.7889;NaN
JK;0;1;1;0;9;2;0;NaN;1;0;1;2.6378;NaN
JK;0;1;1;1;5;3;1;NaN;3;1;1;2.3875;NaN
JK;0;1;1;1;2;5;0;0;3;0;1;0.64277;NaN
JK;0;1;1;0;6;4;1;NaN;5;1;1;0.66841;NaN
JK;0;1;1;0;10;5;0;NaN;3;0;1;0.9281;NaN
JK;0;1;1;1;4;5;1;NaN;5;1;1;0.65617;NaN
JK;0;1;1;0;9;1;0;NaN;1;0;1;0.77646;NaN
JK;0;1;1;0;7;2;1;NaN;1;0;0;0.60342;NaN
JK;0;1;1;1;5;2;1;NaN;2;1;1;0.97846;NaN
JK;0;1;1;1;4;1;0;1;2;0;1;0.65673;NaN
JK;0;1;1;0;10;3;0;NaN;1;1;0;1.3658;NaN
JK;0;1;1;1;4;1;1;NaN;1;0;0;0.62247;NaN
JK;0;1;1;1;5;4;0;1;1;1;0;1.9215;NaN
JK;0;1;1;0;6;4;1;NaN;5;1;1;0.59527;NaN
JK;0;1;1;1;2;1;0;0;3;0;1;1.1803;NaN
JK;0;1;1;1;5;4;1;NaN;1;0;0;2.107;NaN
JK;0;1;1;1;3;3;0;1;1;0;1;0.81526;NaN
JK;0;1;1;1;1;1;0;0;1;1;0;0.70063;NaN
JK;0;1;1;0;8;5;1;NaN;4;0;0;0.5064;NaN
JK;0;1;1;0;8;5;0;NaN;1;0;1;1.6267;NaN
JK;0;1;1;1;1;3;0;1;3;1;0;0.66938;NaN
JK;0;1;1;0;6;5;1;NaN;4;0;0;0.57154;NaN
JK;0;1;1;1;5;5;1;NaN;5;1;1;0.68852;NaN
JK;0;1;1;1;3;2;0;1;1;1;0;1.3842;NaN
JK;0;1;1;0;9;5;1;NaN;5;1;1;0.44292;NaN
JK;0;1;1;1;4;1;1;NaN;4;0;0;0.95384;NaN
JK;0;1;1;0;7;2;0;NaN;3;0;1;0.84897;NaN
JK;0;1;1;1;1;4;0;1;3;0;1;2.1635;NaN
JK;0;1;1;0;9;2;0;NaN;2;0;1;1.0297;NaN
JK;0;1;1;0;8;2;1;NaN;2;0;0;0.6087;NaN
JK;0;1;1;0;10;5;1;NaN;1;0;0;0.69614;NaN
JK;0;1;1;1;5;5;0;1;2;0;1;0.47248;NaN
JK;0;1;1;0;7;2;0;NaN;2;0;1;0.88739;NaN
JK;0;1;1;1;1;3;1;NaN;1;1;1;0.80987;NaN
JK;0;1;1;1;2;5;0;1;3;0;1;0.64184;NaN
JK;0;1;1;0;9;2;0;NaN;1;0;1;0.58998;NaN
JK;0;1;1;0;9;4;0;NaN;3;1;0;0.76648;NaN
JK;0;1;1;1;1;1;1;NaN;1;0;0;0.66736;NaN
JK;0;1;1;1;1;1;1;NaN;1;0;0;0.85203;NaN
JK;0;1;1;1;4;5;1;NaN;5;1;1;0.72405;NaN
JK;0;1;1;0;6;5;0;NaN;2;0;1;0.50495;NaN
JK;0;1;1;0;9;4;0;NaN;2;0;1;0.58268;NaN
JK;0;1;1;0;8;1;0;NaN;3;0;1;0.5937;NaN
JK;0;1;1;1;4;1;1;NaN;1;0;0;1.0269;NaN
JK;0;1;1;1;3;2;1;NaN;3;0;0;0.64166;NaN
JK;0;1;1;1;4;5;0;0;1;0;1;0.4698;NaN
JK;0;1;1;0;8;3;0;NaN;1;0;1;0.55954;NaN
JK;0;1;1;0;6;1;1;NaN;1;0;0;0.77178;NaN
JK;0;1;1;1;2;3;0;0;3;0;1;0.64114;NaN
JK;0;1;1;0;7;1;1;NaN;4;1;1;3.7969;NaN
JK;0;1;1;1;3;4;0;0;3;0;1;1.3011;NaN
JK;0;1;1;0;8;1;1;NaN;4;0;0;0.62256;NaN
JK;0;1;1;0;10;3;1;NaN;5;1;1;0.56412;NaN
JK;0;1;1;0;7;3;0;NaN;2;0;1;0.56581;NaN
JK;0;1;1;1;1;1;1;NaN;4;0;0;0.72453;NaN
JK;0;1;1;0;9;2;0;NaN;3;0;1;1.0144;NaN
JK;0;1;1;1;3;4;1;NaN;4;1;1;1.0442;NaN
JK;0;1;1;1;3;1;1;NaN;1;0;0;0.62817;NaN
JK;0;1;1;0;7;1;0;NaN;3;0;1;0.48479;NaN
JK;0;1;1;1;3;5;1;NaN;1;0;0;0.55058;NaN
JK;0;1;1;0;6;5;0;NaN;3;0;1;4.0844;NaN
JK;0;1;1;0;6;2;1;NaN;5;1;1;0.97421;NaN
JK;0;1;1;0;8;3;1;NaN;5;1;1;0.83596;NaN
JK;0;1;1;0;10;5;1;NaN;1;0;0;0.72317;NaN
JK;0;1;1;0;6;4;0;NaN;3;0;1;0.62617;NaN
JK;0;1;1;0;6;3;0;NaN;1;0;1;0.60541;NaN
JK;0;1;1;0;10;5;1;NaN;3;0;0;0.70042;NaN
JK;0;1;1;1;4;2;1;NaN;4;1;1;1.7648;NaN
JK;0;1;1;0;7;4;1;NaN;4;1;1;0.43312;NaN
JK;0;1;1;1;5;3;0;1;2;1;0;2.2073;NaN
JK;0;1;1;0;9;3;0;NaN;2;0;1;0.74899;NaN
JK;0;1;1;1;5;1;1;NaN;1;0;0;0.75765;NaN
JK;0;1;1;1;1;4;0;1;2;0;1;0.5804;NaN
JK;0;1;1;1;4;1;0;1;1;0;1;0.67639;NaN
JK;0;1;1;1;1;3;1;NaN;4;0;0;0.6216;NaN
JK;0;1;1;0;9;5;1;NaN;5;1;1;0.44569;NaN
JK;0;1;1;0;9;1;1;NaN;4;0;0;0.63148;NaN
JK;0;1;1;1;1;4;0;1;3;0;1;1.8775;NaN
JK;0;1;1;1;1;2;0;1;3;1;0;1.1882;NaN
JK;0;1;1;1;3;3;1;NaN;5;1;1;0.60594;NaN
JK;0;1;1;1;5;2;1;NaN;3;0;0;0.62096;NaN
JK;0;1;1;0;8;4;0;NaN;3;0;1;0.60506;NaN
JK;0;1;1;1;4;1;0;0;2;1;0;1.6706;NaN
JK;0;1;1;0;10;5;1;NaN;2;1;1;1.3458;NaN
JK;0;1;1;0;6;3;1;NaN;3;0;0;0.76942;NaN
JK;0;1;1;1;2;2;0;1;3;0;1;0.83032;NaN
JK;0;1;1;0;6;3;1;NaN;1;0;0;0.71986;NaN
JK;0;1;1;1;2;4;1;NaN;3;0;0;0.60722;NaN
JK;0;1;1;1;5;3;1;NaN;5;1;1;0.48129;NaN
JK;0;1;1;1;2;1;0;1;2;0;1;0.53593;NaN
JK;0;1;1;0;6;5;1;NaN;5;1;1;0.58094;NaN
JK;0;1;1;1;2;5;1;NaN;2;0;0;0.77293;NaN
JK;0;1;1;1;4;3;0;0;1;0;1;0.58075;NaN
JK;0;1;1;0;9;1;1;NaN;1;1;1;1.1518;NaN
JK;0;1;1;0;6;5;1;NaN;5;1;1;0.70832;NaN
JK;0;1;1;0;6;1;1;NaN;5;1;1;0.75708;NaN
JK;0;1;1;0;6;2;0;NaN;1;0;1;0.65446;NaN
JK;0;1;1;1;5;1;1;NaN;4;0;0;1.2036;NaN
JK;0;1;1;1;1;4;1;NaN;3;0;0;0.60124;NaN
JK;0;1;1;1;5;1;1;NaN;3;1;1;1.5734;NaN
JK;0;1;1;1;4;4;0;1;1;0;1;0.50045;NaN
JK;0;1;1;1;4;4;1;NaN;2;0;0;0.88979;NaN
JK;0;1;1;1;1;3;1;NaN;3;1;1;3.2474;NaN
JK;0;1;1;0;10;2;0;NaN;2;0;1;0.64989;NaN
JK;0;1;1;0;10;1;0;NaN;3;0;1;0.64653;NaN
JK;0;1;1;1;2;3;1;NaN;3;1;1;0.71268;NaN
JK;0;1;1;1;3;1;1;NaN;4;0;0;0.70349;NaN
JK;0;1;1;1;4;5;1;NaN;1;1;1;0.67718;NaN
JK;0;1;1;0;10;5;0;NaN;1;0;1;0.67588;NaN
JK;0;1;1;0;9;3;0;NaN;3;0;1;0.58567;NaN
JK;0;1;1;0;10;3;0;NaN;3;0;1;0.61017;NaN
JK;0;1;1;1;5;2;0;1;2;1;0;0.91145;NaN
JK;0;1;1;1;5;5;0;0;2;0;1;0.4089;NaN
JK;0;1;1;1;2;1;1;NaN;1;0;0;1.3972;NaN
JK;0;1;1;1;5;5;1;NaN;1;0;0;0.41636;NaN
JK;0;1;1;0;8;3;0;NaN;1;1;0;0.79915;NaN
JK;0;1;1;1;2;3;0;0;2;0;1;1.4301;NaN
JK;0;1;1;0;7;5;1;NaN;5;1;1;0.53132;NaN
JK;0;1;1;1;3;5;0;1;2;0;1;0.46411;NaN
JK;0;1;1;0;6;4;0;NaN;1;0;1;1.855;NaN
JK;0;1;1;1;2;2;1;NaN;1;1;1;0.83862;NaN
JK;0;1;1;1;4;1;0;1;2;0;1;0.96055;NaN
JK;0;1;1;1;1;1;0;0;3;0;1;0.57342;NaN
JK;0;1;1;0;7;5;0;NaN;3;0;1;1.7089;NaN
JK;0;1;1;1;2;1;0;1;1;1;0;1.1442;NaN
JK;0;1;1;0;6;2;0;NaN;3;1;0;0.70035;NaN
JK;0;1;1;1;3;3;0;1;3;0;1;0.72775;NaN
JK;0;1;1;0;6;3;1;NaN;1;0;0;0.80991;NaN
JK;0;1;1;0;10;1;0;NaN;1;0;1;1.3484;NaN
JK;0;1;1;1;2;1;0;1;1;0;1;3.4946;NaN
JK;0;1;1;0;7;1;0;NaN;1;0;1;0.54596;NaN
JK;0;1;1;1;5;4;0;1;1;0;1;1.1089;NaN
JK;0;1;1;0;10;3;0;NaN;1;0;1;0.57759;NaN
JK;0;1;1;0;10;3;1;NaN;4;1;1;1.5164;NaN
JK;0;1;1;0;7;4;1;NaN;1;0;0;1.2506;NaN
JK;0;1;1;0;7;1;1;NaN;1;1;1;0.36581;NaN
JK;0;1;1;0;7;5;1;NaN;2;0;0;0.59154;NaN
JK;0;1;1;1;3;4;1;NaN;3;0;0;0.98703;NaN
JK;0;1;1;0;9;5;1;NaN;3;0;0;0.69785;NaN
JK;0;1;1;0;8;1;0;NaN;1;1;0;0.86062;NaN
JK;0;1;1;0;8;4;0;NaN;3;0;1;0.82921;NaN
JK;0;1;1;1;5;3;1;NaN;2;1;1;0.53729;NaN
JK;0;1;1;0;9;5;0;NaN;1;1;0;1.0383;NaN
JK;0;1;1;1;2;1;0;1;3;0;1;0.74149;NaN
JK;0;1;1;0;6;1;1;NaN;5;1;1;0.63788;NaN
JK;0;1;1;1;4;2;0;0;3;1;0;0.69796;NaN
JK;0;1;1;1;5;4;0;0;3;0;1;0.71979;NaN
JK;0;1;1;1;5;3;0;1;1;0;1;0.69743;NaN
JK;0;1;1;0;9;2;0;NaN;1;0;1;0.57767;NaN
JK;0;1;1;1;1;5;1;NaN;5;1;1;0.54557;NaN
JK;0;1;1;0;8;5;1;NaN;5;1;1;0.70101;NaN
JK;0;1;1;0;6;2;0;NaN;1;1;0;0.85098;NaN
JK;0;1;1;0;7;5;1;NaN;3;1;1;0.58134;NaN
JK;0;1;1;0;7;3;1;NaN;3;1;1;0.56529;NaN
JK;0;1;1;1;5;3;0;1;3;1;0;0.8845;NaN
JK;0;1;1;1;3;5;1;NaN;4;0;0;1.0199;NaN
JK;0;1;1;1;3;5;0;1;3;0;1;0.76486;NaN
JK;0;1;1;0;8;2;0;NaN;2;0;1;1.0787;NaN
JK;0;1;1;1;4;5;1;NaN;4;0;0;0.57713;NaN
JK;0;1;1;1;4;5;1;NaN;5;1;1;0.72098;NaN
JK;0;1;1;1;2;1;0;1;1;0;1;0.5124;NaN
JK;0;1;1;1;3;1;0;0;2;0;1;0.69423;NaN
JK;0;1;1;0;8;4;1;NaN;3;0;0;0.58995;NaN
JK;0;1;1;0;6;1;1;NaN;1;1;1;0.6945;NaN
JK;0;1;1;0;6;3;0;NaN;3;0;1;0.45733;NaN
JK;0;1;1;0;10;1;0;NaN;3;0;1;0.5761;NaN
JK;0;1;1;0;7;5;1;NaN;5;1;1;0.56248;NaN
JK;0;1;1;0;10;4;1;NaN;1;0;0;0.58246;NaN
JK;0;1;1;0;7;5;0;NaN;3;0;1;0.66243;NaN
JK;0;1;1;1;4;4;0;1;3;0;1;0.62818;NaN
JK;0;1;1;0;8;3;0;NaN;2;0;1;0.6127;NaN
JK;0;1;1;0;6;1;1;NaN;2;0;0;0.60176;NaN
JK;0;1;1;0;10;2;1;NaN;4;1;1;0.65677;NaN
JK;0;1;1;0;8;2;0;NaN;3;0;1;0.62996;NaN
JK;0;1;1;1;2;2;1;NaN;3;1;1;1.455;NaN
JK;0;1;1;0;7;5;1;NaN;4;1;1;0.60582;NaN
JK;0;1;1;1;3;1;0;1;1;0;1;0.67186;NaN
JK;0;1;1;1;5;5;1;NaN;2;0;0;0.56605;NaN
JK;0;1;1;1;2;3;1;NaN;4;0;0;0.63697;NaN
JK;0;1;1;0;7;2;1;NaN;3;1;1;2.249;NaN
JK;0;1;1;0;6;4;0;NaN;1;0;1;0.5905;NaN
JK;0;1;1;1;5;2;0;0;3;0;1;0.82603;NaN
JK;0;1;1;1;4;5;0;1;3;0;1;0.97411;NaN
JK;0;1;1;1;2;1;0;1;1;0;1;0.78788;NaN
JK;0;1;1;0;6;2;1;NaN;4;1;1;0.65604;NaN
JK;0;1;1;0;7;1;1;NaN;4;1;1;0.7009;NaN
JK;0;1;1;0;10;4;1;NaN;5;1;1;0.64527;NaN
JK;0;1;1;0;7;3;0;NaN;2;0;1;0.70323;NaN
JK;0;1;1;0;9;4;1;NaN;3;1;1;0.66398;NaN
JK;0;1;1;0;8;2;1;NaN;5;1;1;0.64694;NaN
JK;0;1;1;1;2;2;1;NaN;5;1;1;0.69696;NaN
JK;0;1;1;0;6;4;1;NaN;4;0;0;0.61723;NaN
JK;0;1;1;0;6;2;0;NaN;1;0;1;0.53726;NaN
JK;0;1;1;0;7;1;1;NaN;5;0;0;0.6732;NaN
JK;0;1;1;1;1;1;1;NaN;1;0;0;0.78089;NaN
JK;0;1;1;1;4;1;1;NaN;5;1;1;0.66426;NaN
JK;0;1;1;1;5;1;1;NaN;1;0;0;0.65388;NaN
JK;0;1;1;0;7;5;0;NaN;3;0;1;0.62461;NaN
JK;0;1;1;0;8;1;1;NaN;2;0;0;0.59814;NaN
JK;0;1;1;0;8;3;0;NaN;1;0;1;0.55673;NaN
