Observer;Tone complexity;Session;Practice or main experiment;Chord consonance;Chord shape index;Starting pitch;Probe correctness;Probe consonance;Probe index;Response yes/no;Response accuracy;Response time;Probe amplitude correction
NF;1;2;1;1;2;3;0;1;1;1;0;0.63761;0
NF;1;2;1;1;4;4;0;0;3;1;0;0.47881;0
NF;1;2;1;0;7;2;0;NaN;3;1;0;0.43726;0
NF;1;2;1;1;4;3;0;1;3;0;1;0.58756;0
NF;1;2;1;0;6;4;1;NaN;5;0;0;0.53412;0
NF;1;2;1;0;7;4;0;NaN;3;1;0;1.3491;0
NF;1;2;1;0;10;1;1;NaN;3;1;1;0.67361;0
NF;1;2;1;1;1;5;1;NaN;4;1;1;0.85303;0
NF;1;2;1;0;9;4;0;NaN;1;1;0;0.66856;0
NF;1;2;1;0;6;3;1;NaN;3;0;0;0.30081;0
NF;1;2;1;1;5;2;1;NaN;2;1;1;1.5446;0
NF;1;2;1;0;7;4;0;NaN;1;0;1;1.1173;0
NF;1;2;1;0;6;2;1;NaN;5;1;1;0.82889;0
NF;1;2;1;1;5;1;0;0;1;1;0;0.7845;0
NF;1;2;1;1;1;2;0;1;3;0;1;1.2619;0
NF;1;2;1;1;4;3;1;NaN;1;1;1;0.70341;0
NF;1;2;1;1;1;3;1;NaN;4;1;1;0.7088;0
NF;1;2;1;0;7;5;0;NaN;2;0;1;0.46651;0
NF;1;2;1;0;9;5;0;NaN;2;1;0;0.48392;0
NF;1;2;1;0;7;1;0;NaN;1;0;1;0.57821;0
NF;1;2;1;0;10;1;1;NaN;4;1;1;0.6953;0
NF;1;2;1;0;7;4;1;NaN;5;1;1;0.70016;0
NF;1;2;1;0;6;5;1;NaN;5;0;0;0.84691;0
NF;1;2;1;0;9;3;0;NaN;2;1;0;0.31555;0
NF;1;2;1;0;9;2;1;NaN;4;0;0;0.32991;0
NF;1;2;1;1;4;4;0;1;1;1;0;0.34974;0
NF;1;2;1;0;7;1;0;NaN;2;1;0;1.0734;0
NF;1;2;1;1;3;1;0;0;3;1;0;1.2245;0
NF;1;2;1;0;9;4;0;NaN;2;0;1;0.99404;0
NF;1;2;1;0;10;3;0;NaN;3;1;0;1.2113;0
NF;1;2;1;0;9;5;0;NaN;2;1;0;1.5027;0
NF;1;2;1;1;1;3;1;NaN;3;1;1;1.2431;0
NF;1;2;1;0;10;2;0;NaN;1;1;0;1.0594;0
NF;1;2;1;0;9;2;1;NaN;4;0;0;1.0036;0
NF;1;2;1;0;9;2;0;NaN;1;1;0;1.0454;0
NF;1;2;1;0;10;5;1;NaN;5;0;0;1.021;0
NF;1;2;1;1;1;3;0;0;2;1;0;1.1734;0
NF;1;2;1;0;7;3;0;NaN;2;0;1;1.4297;0
NF;1;2;1;0;6;5;0;NaN;3;0;1;1.5466;0
NF;1;2;1;0;9;1;1;NaN;1;1;1;1.1143;0
NF;1;2;1;0;6;5;1;NaN;5;1;1;1.1477;0
NF;1;2;1;0;10;1;0;NaN;2;1;0;0.92002;0
NF;1;2;1;1;5;5;1;NaN;5;1;1;1.6203;0
NF;1;2;1;1;2;3;1;NaN;3;0;0;1.7369;0
NF;1;2;1;1;5;1;1;NaN;5;1;1;0.96542;0
NF;1;2;1;1;3;2;1;NaN;2;1;1;1.0718;0
NF;1;2;1;0;7;4;1;NaN;2;0;0;1.5959;0
NF;1;2;1;1;3;5;0;0;1;1;0;1.295;0
NF;1;2;1;0;8;5;1;NaN;5;1;1;1.1601;0
NF;1;2;1;0;6;5;0;NaN;2;1;0;1.3783;0
NF;1;2;1;0;6;1;0;NaN;1;1;0;0.90555;0
NF;1;2;1;1;3;5;0;1;3;0;1;1.3863;0
NF;1;2;1;1;5;5;0;1;2;0;1;1.239;0
NF;1;2;1;1;1;4;0;1;3;1;0;1.2999;0
NF;1;2;1;1;2;1;1;NaN;5;1;1;0.97046;0
NF;1;2;1;1;3;3;1;NaN;4;1;1;1.6128;0
NF;1;2;1;0;7;1;1;NaN;4;0;0;1.254;0
NF;1;2;1;0;6;3;1;NaN;3;1;1;1.1879;0
NF;1;2;1;1;2;1;1;NaN;3;0;0;1.3043;0
NF;1;2;1;0;6;3;0;NaN;2;0;1;1.4076;0
NF;1;2;1;1;3;3;0;0;2;0;1;1.0401;0
NF;1;2;1;0;7;4;0;NaN;2;1;0;1.1726;0
NF;1;2;1;0;9;3;1;NaN;3;1;1;1.0129;0
NF;1;2;1;1;1;2;1;NaN;4;1;1;1.2288;0
NF;1;2;1;1;5;5;1;NaN;1;1;1;1.3796;0
NF;1;2;1;1;4;2;0;0;2;0;1;0.90092;0
NF;1;2;1;1;4;5;0;0;2;1;0;1.1044;0
NF;1;2;1;1;3;5;0;1;1;1;0;1.0765;0
NF;1;2;1;0;6;2;1;NaN;1;1;1;0.86543;0
NF;1;2;1;1;3;2;1;NaN;1;1;1;1.4282;0
NF;1;2;1;0;9;2;0;NaN;1;0;1;1.1635;0
NF;1;2;1;1;2;3;1;NaN;2;1;1;1.3872;0
NF;1;2;1;1;2;2;0;0;1;0;1;1.2825;0
NF;1;2;1;0;6;1;0;NaN;2;1;0;1.0748;0
NF;1;2;1;0;6;4;1;NaN;1;0;0;1.0681;0
NF;1;2;1;1;4;3;1;NaN;5;1;1;0.81066;0
NF;1;2;1;0;9;5;1;NaN;3;0;0;1.5807;0
NF;1;2;1;0;6;1;1;NaN;1;1;1;0.81498;0
NF;1;2;1;0;7;5;1;NaN;2;1;1;1.1641;0
NF;1;2;1;1;2;4;0;0;1;1;0;2.0571;0
NF;1;2;1;0;6;5;0;NaN;1;1;0;0.91074;0
NF;1;2;1;1;1;1;1;NaN;5;1;1;0.98902;0
NF;1;2;1;0;7;5;0;NaN;3;0;1;1.585;0
NF;1;2;1;1;1;3;1;NaN;1;1;1;0.9256;0
NF;1;2;1;1;2;1;1;NaN;5;1;1;1.2688;0
NF;1;2;1;0;8;5;1;NaN;3;1;1;1.2358;0
NF;1;2;1;0;6;4;1;NaN;4;1;1;1.1953;0
NF;1;2;1;1;4;1;1;NaN;4;1;1;1.1411;0
NF;1;2;1;1;2;2;0;0;1;0;1;1.1232;0
NF;1;2;1;0;8;3;1;NaN;1;1;1;0.90134;0
NF;1;2;1;0;9;2;0;NaN;1;0;1;0.97106;0
NF;1;2;1;1;1;2;0;1;2;1;0;1.0776;0
NF;1;2;1;1;3;5;0;1;1;1;0;1.1301;0
NF;1;2;1;0;9;2;1;NaN;5;1;1;1.0687;0
NF;1;2;1;0;9;2;0;NaN;3;0;1;1.0596;0
NF;1;2;1;1;3;5;0;1;1;1;0;1.0439;0
NF;1;2;1;1;1;1;0;0;2;1;0;1.2939;0
NF;1;2;1;0;7;5;1;NaN;4;1;1;0.95108;0
NF;1;2;1;1;3;3;0;0;3;0;1;0.96276;0
NF;1;2;1;1;4;5;0;0;2;1;0;0.92454;0
NF;1;2;1;0;8;2;0;NaN;3;1;0;0.72934;0
NF;1;2;1;1;4;3;1;NaN;3;1;1;0.62473;0
NF;1;2;1;0;9;4;0;NaN;2;0;1;0.86986;0
NF;1;2;1;1;1;1;1;NaN;1;1;1;0.98001;0
NF;1;2;1;0;6;4;1;NaN;5;1;1;0.91635;0
NF;1;2;1;1;3;4;1;NaN;4;1;1;0.79529;0
NF;1;2;1;0;9;3;0;NaN;3;1;0;1.2125;0
NF;1;2;1;1;3;1;1;NaN;5;1;1;0.71698;0
NF;1;2;1;0;9;1;0;NaN;2;1;0;0.65929;0
NF;1;2;1;0;6;2;1;NaN;3;1;1;0.70948;0
NF;1;2;1;1;2;3;1;NaN;3;1;1;1.0833;0
NF;1;2;1;0;6;3;1;NaN;2;1;1;1.6214;0
NF;1;2;1;1;2;4;1;NaN;3;0;0;1.3167;0
NF;1;2;1;0;10;1;0;NaN;2;1;0;0.90809;0
NF;1;2;1;1;2;2;0;0;1;0;1;1.8451;0
NF;1;2;1;1;4;3;0;0;3;0;1;0.77708;0
NF;1;2;1;0;6;4;0;NaN;1;1;0;0.84607;0
NF;1;2;1;0;8;2;0;NaN;1;0;1;1.5817;0
NF;1;2;1;0;8;1;1;NaN;1;1;1;1.0638;0
NF;1;2;1;0;9;5;1;NaN;1;0;0;1.3584;0
NF;1;2;1;0;6;5;1;NaN;4;1;1;1.0655;0
NF;1;2;1;0;10;3;0;NaN;1;1;0;1.8181;0
NF;1;2;1;1;3;4;0;1;1;0;1;1.6602;0
NF;1;2;1;0;9;3;1;NaN;3;1;1;1.5418;0
NF;1;2;1;1;3;1;1;NaN;1;1;1;0.9281;0
NF;1;2;1;1;5;1;0;0;2;1;0;1.1489;0
NF;1;2;1;0;7;3;0;NaN;1;0;1;1.3315;0
NF;1;2;1;1;2;2;0;1;3;1;0;1.3378;0
NF;1;2;1;0;6;1;0;NaN;1;1;0;2.5948;0
NF;1;2;1;1;1;4;1;NaN;2;1;1;0.8665;0
NF;1;2;1;0;6;3;0;NaN;3;0;1;1.4114;0
NF;1;2;1;0;8;3;1;NaN;2;0;0;1.2599;0
NF;1;2;1;1;1;2;1;NaN;2;1;1;1.0184;0
NF;1;2;1;0;9;3;0;NaN;1;0;1;1.2646;0
NF;1;2;1;0;10;1;1;NaN;4;1;1;1.5323;0
NF;1;2;1;1;5;3;1;NaN;3;1;1;1.0348;0
NF;1;2;1;1;3;4;0;0;3;1;0;1.4843;0
NF;1;2;1;0;10;3;0;NaN;2;0;1;1.1758;0
NF;1;2;1;1;5;1;1;NaN;5;1;1;0.82457;0
NF;1;2;1;0;10;3;0;NaN;1;1;0;1.0304;0
NF;1;2;1;0;6;1;1;NaN;2;0;0;1.3005;0
NF;1;2;1;0;7;1;0;NaN;1;1;0;1.8376;0
NF;1;2;1;0;7;1;0;NaN;3;1;0;1.0758;0
NF;1;2;1;1;5;1;1;NaN;1;1;1;0.96041;0
NF;1;2;1;0;6;5;0;NaN;3;0;1;2.6687;0
NF;1;2;1;1;2;3;0;0;2;1;0;1.1031;0
NF;1;2;1;1;2;2;1;NaN;3;0;0;3.1306;0
NF;1;2;1;0;10;3;1;NaN;1;1;1;0.70019;0
NF;1;2;1;1;5;3;0;0;2;0;1;1.1639;0
NF;1;2;1;1;5;2;1;NaN;1;1;1;0.89973;0
NF;1;2;1;1;2;2;1;NaN;2;0;0;0.77993;0
NF;1;2;1;1;5;4;0;0;2;1;0;1.5614;0
NF;1;2;1;1;3;1;1;NaN;2;1;1;0.76467;0
NF;1;2;1;1;1;3;0;1;2;0;1;1.1609;0
NF;1;2;1;1;5;3;0;0;3;1;0;1.5207;0
NF;1;2;1;0;10;5;0;NaN;3;1;0;1.0468;0
NF;1;2;1;0;7;4;0;NaN;2;1;0;1.8092;0
NF;1;2;1;1;4;5;1;NaN;5;1;1;1.0349;0
NF;1;2;1;1;4;2;0;0;3;0;1;1.2123;0
NF;1;2;1;0;8;5;0;NaN;2;1;0;1.9407;0
NF;1;2;1;0;9;1;0;NaN;3;1;0;1.5356;0
NF;1;2;1;0;8;3;0;NaN;1;1;0;0.9556;0
NF;1;2;1;1;5;1;1;NaN;1;1;1;1.0264;0
NF;1;2;1;0;10;3;1;NaN;1;0;0;0.99577;0
NF;1;2;1;0;6;5;0;NaN;3;1;0;1.0903;0
NF;1;2;1;1;5;1;0;0;1;1;0;0.6209;0
NF;1;2;1;1;5;5;1;NaN;2;1;1;0.53811;0
NF;1;2;1;1;3;1;1;NaN;3;0;0;0.98291;0
NF;1;2;1;1;3;4;0;1;2;1;0;0.97595;0
NF;1;2;1;1;1;1;0;1;3;1;0;1.4588;0
NF;1;2;1;1;1;2;0;0;2;1;0;2.1642;0
NF;1;2;1;0;6;2;1;NaN;2;1;1;0.96348;0
NF;1;2;1;0;9;1;1;NaN;1;1;1;1.4028;0
NF;1;2;1;0;6;2;0;NaN;2;0;1;0.9896;0
NF;1;2;1;0;8;2;1;NaN;5;1;1;972;0
NF;1;2;1;0;8;4;1;NaN;3;1;1;1.0309;0
NF;1;2;1;1;3;1;0;1;2;0;1;0.69333;0
NF;1;2;1;1;1;4;1;NaN;5;1;1;0.72216;0
NF;1;2;1;0;10;1;0;NaN;2;1;0;1.4781;0
NF;1;2;1;0;8;5;0;NaN;1;0;1;0.89392;0
NF;1;2;1;0;10;2;1;NaN;1;1;1;0.8456;0
NF;1;2;1;1;2;1;1;NaN;4;1;1;0.9887;0
NF;1;2;1;0;7;1;1;NaN;2;0;0;0.83512;0
NF;1;2;1;0;6;4;1;NaN;3;0;0;0.56172;0
NF;1;2;1;1;4;3;1;NaN;4;0;0;1.2212;0
NF;1;2;1;0;6;4;0;NaN;2;1;0;0.81401;0
NF;1;2;1;0;6;4;1;NaN;1;0;0;2.3169;0
NF;1;2;1;0;6;1;1;NaN;4;0;0;1.4525;0
NF;1;2;1;1;4;1;0;0;3;1;0;1.1684;0
NF;1;2;1;0;10;5;0;NaN;3;1;0;1.4617;0
NF;1;2;1;1;3;1;0;0;2;0;1;1.6605;0
NF;1;2;1;0;6;1;1;NaN;4;1;1;1.2038;0
NF;1;2;1;0;6;2;1;NaN;3;0;0;1.1076;0
NF;1;2;1;0;7;4;1;NaN;2;1;1;0.94658;0
NF;1;2;1;1;2;5;0;1;1;1;0;0.9852;0
NF;1;2;1;1;4;4;0;1;3;1;0;0.94815;0
NF;1;2;1;1;3;2;1;NaN;5;1;1;0.91982;0
NF;1;2;1;0;6;2;1;NaN;3;1;1;0.76406;0
NF;1;2;1;0;6;1;1;NaN;2;0;0;0.75249;0
NF;1;2;1;1;5;4;0;0;2;0;1;1.0359;0
NF;1;2;1;0;10;5;0;NaN;1;0;1;0.98148;0
NF;1;2;1;0;10;1;0;NaN;1;0;1;1.2088;0
NF;1;2;1;0;7;2;0;NaN;2;0;1;1.0781;0
NF;1;2;1;0;8;3;0;NaN;2;0;1;1.8827;0
NF;1;2;1;1;5;2;1;NaN;4;1;1;0.77495;0
NF;1;2;1;0;8;1;0;NaN;2;1;0;1.2416;0
NF;1;2;1;0;7;4;1;NaN;1;0;0;1.679;0
NF;1;2;1;1;3;1;1;NaN;3;0;0;1.4527;0
NF;1;2;1;0;10;3;0;NaN;3;1;0;1.1391;0
NF;1;2;1;1;5;2;0;0;3;1;0;0.94286;0
NF;1;2;1;0;10;2;0;NaN;2;1;0;1.0526;0
NF;1;2;1;1;1;3;0;1;2;1;0;0.85261;0
NF;1;2;1;0;6;3;1;NaN;3;1;1;1.0365;0
NF;1;2;1;1;4;3;1;NaN;4;0;0;1.2192;0
NF;1;2;1;1;4;5;1;NaN;5;1;1;0.8391;0
NF;1;2;1;1;4;4;1;NaN;4;1;1;1.0408;0
NF;1;2;1;0;6;2;1;NaN;1;1;1;0.89874;0
NF;1;2;1;1;3;4;1;NaN;4;1;1;0.79492;0
NF;1;2;1;1;3;2;1;NaN;4;1;1;0.84142;0
NF;1;2;1;1;4;1;1;NaN;1;1;1;1.1687;0
NF;1;2;1;1;1;4;0;0;2;0;1;1.0944;0
NF;1;2;1;0;9;1;0;NaN;1;0;1;1.46;0
NF;1;2;1;0;10;2;0;NaN;3;0;1;1.0348;0
NF;1;2;1;0;6;1;0;NaN;2;1;0;0.75131;0
NF;1;2;1;0;10;2;0;NaN;1;0;1;0.70109;0
NF;1;2;1;0;8;1;0;NaN;2;0;1;0.54104;0
NF;1;2;1;0;7;3;1;NaN;3;1;1;0.72747;0
NF;1;2;1;1;1;2;1;NaN;4;0;0;1.2118;0
NF;1;2;1;0;7;2;0;NaN;3;0;1;1.2601;0
NF;1;2;1;0;8;5;1;NaN;1;1;1;0.88029;0
NF;1;2;1;1;1;2;1;NaN;4;1;1;1.1137;0
NF;1;2;1;0;6;1;0;NaN;1;1;0;0.68091;0
NF;1;2;1;1;4;3;1;NaN;4;1;1;0.98872;0
NF;1;2;1;0;8;2;0;NaN;1;1;0;0.94164;0
NF;1;2;1;0;6;5;1;NaN;4;1;1;0.85939;0
NF;1;2;1;0;7;1;0;NaN;2;0;1;0.78202;0
NF;1;2;1;1;2;3;0;0;1;0;1;1.486;0
NF;1;2;1;0;8;5;0;NaN;2;0;1;1.0574;0
NF;1;2;1;0;7;2;0;NaN;2;0;1;0.65543;0
NF;1;2;1;0;9;4;0;NaN;2;0;1;0.70023;0
NF;1;2;1;1;3;2;0;1;2;0;1;0.66001;0
NF;1;2;1;1;2;2;1;NaN;3;1;1;0.64372;0
NF;1;2;1;1;4;5;1;NaN;3;1;1;0.81833;0
NF;1;2;1;1;5;2;1;NaN;2;1;1;1.0369;0
NF;1;2;1;1;4;4;0;1;1;1;0;0.92399;0
NF;1;2;1;0;8;3;1;NaN;4;1;1;1.2057;0
NF;1;2;1;0;9;2;0;NaN;3;0;1;1.0855;0
NF;1;2;1;1;3;4;0;1;1;0;1;0.82665;0
NF;1;2;1;1;5;4;1;NaN;3;1;1;0.71775;0
NF;1;2;1;0;6;4;1;NaN;4;1;1;0.86309;0
NF;1;2;1;0;10;4;1;NaN;1;0;0;2.1543;0
NF;1;2;1;1;4;4;1;NaN;2;0;0;1.6385;0
NF;1;2;1;0;10;4;1;NaN;4;0;0;2.5859;0
NF;1;2;1;1;3;3;0;1;1;1;0;2.7579;0
NF;1;2;1;1;2;4;0;0;1;1;0;1.7499;0
NF;1;2;1;1;3;3;0;0;1;0;1;2.0995;0
NF;1;2;1;0;10;3;0;NaN;1;1;0;1.8861;0
NF;1;2;1;0;7;2;1;NaN;2;0;0;0.96239;0
NF;1;2;1;1;5;2;0;1;2;1;0;0.89523;0
NF;1;2;1;0;10;5;1;NaN;5;1;1;0.67405;0
NF;1;2;1;1;5;3;1;NaN;2;1;1;0.7922;0
NF;1;2;1;0;7;1;1;NaN;1;1;1;0.93976;0
NF;1;2;1;1;1;1;0;0;1;0;1;1.0095;0
NF;1;2;1;0;9;2;0;NaN;3;0;1;0.75367;0
NF;1;2;1;0;8;1;0;NaN;3;0;1;0.66093;0
NF;1;2;1;1;1;3;0;1;1;0;1;0.59674;0
NF;1;2;1;1;3;5;0;0;1;0;1;0.93276;0
NF;1;2;1;1;2;2;1;NaN;2;1;1;1.3965;0
NF;1;2;1;0;8;3;1;NaN;2;1;1;1.2658;0
NF;1;2;1;0;8;2;1;NaN;2;0;0;0.7259;0
NF;1;2;1;0;8;5;0;NaN;2;1;0;0.8446;0
NF;1;2;1;0;10;1;1;NaN;1;1;1;0.63336;0
NF;1;2;1;0;10;3;1;NaN;4;0;0;1.2339;0
NF;1;2;1;1;5;5;0;1;3;1;0;0.75577;0
NF;1;2;1;1;3;5;0;0;1;1;0;1.0662;0
NF;1;2;1;0;8;5;0;NaN;3;1;0;0.82979;0
NF;1;2;1;0;9;2;1;NaN;2;1;1;0.62302;0
NF;1;2;1;1;2;5;0;0;2;1;0;1.012;0
NF;1;2;1;0;8;5;1;NaN;3;1;1;0.92406;0
NF;1;2;1;0;9;3;1;NaN;4;1;1;1.1153;0
NF;1;2;1;1;2;2;0;0;2;0;1;0.72485;0
NF;1;2;1;0;8;3;0;NaN;2;1;0;1.8652;0
NF;1;2;1;1;5;1;1;NaN;2;0;0;1.3455;0
NF;1;2;1;0;8;5;0;NaN;3;0;1;1.107;0
NF;1;2;1;0;10;5;0;NaN;1;0;1;1.0817;0
NF;1;2;1;0;7;1;0;NaN;1;1;0;0.85536;0
NF;1;2;1;1;2;3;1;NaN;4;0;0;1.498;0
NF;1;2;1;1;4;5;1;NaN;3;1;1;0.77956;0
NF;1;2;1;0;8;5;0;NaN;1;0;1;1.9288;0
NF;1;2;1;0;8;1;0;NaN;3;0;1;1.0933;0
NF;1;2;1;1;3;3;0;1;2;1;0;0.95492;0
NF;1;2;1;0;9;5;0;NaN;1;0;1;0.73217;0
NF;1;2;1;1;3;3;1;NaN;1;1;1;0.86759;0
NF;1;2;1;1;3;4;1;NaN;2;0;0;0.96971;0
NF;1;2;1;0;9;3;1;NaN;4;0;0;1.348;0
NF;1;2;1;1;1;5;0;0;2;1;0;0.80566;0
NF;1;2;1;1;1;1;1;NaN;4;0;0;1.2927;0
NF;1;2;1;0;10;5;0;NaN;3;0;1;0.97629;0
NF;1;2;1;0;10;1;1;NaN;2;1;1;0.91514;0
NF;1;2;1;1;1;1;1;NaN;1;1;1;0.63944;0
NF;1;2;1;1;5;5;1;NaN;4;1;1;0.9656;0
NF;1;2;1;0;9;1;0;NaN;3;0;1;1.621;0
NF;1;2;1;0;8;2;1;NaN;4;1;1;0.7321;0
NF;1;2;1;1;4;3;0;1;1;1;0;0.78997;0
NF;1;2;1;1;1;1;1;NaN;2;1;1;0.69246;0
NF;1;2;1;1;4;4;0;1;2;0;1;0.70279;0
NF;1;2;1;0;7;1;1;NaN;1;1;1;0.72162;0
NF;1;2;1;1;5;5;1;NaN;5;1;1;0.91837;0
NF;1;2;1;0;7;2;1;NaN;3;1;1;0.86886;0
NF;1;2;1;0;6;4;0;NaN;3;0;1;0.6109;0
NF;1;2;1;0;7;2;1;NaN;2;0;0;0.60204;0
NF;1;2;1;0;8;2;1;NaN;4;1;1;0.7736;0
NF;1;2;1;1;5;2;1;NaN;1;0;0;0.58108;0
NF;1;2;1;1;4;3;1;NaN;5;1;1;0.60765;0
NF;1;2;1;1;2;4;0;1;3;1;0;0.69976;0
NF;1;2;1;1;3;2;1;NaN;2;1;1;0.74202;0
NF;1;2;1;0;10;5;1;NaN;5;0;0;1.3314;0
NF;1;2;1;0;6;1;1;NaN;5;0;0;0.92956;0
NF;1;2;1;0;6;4;1;NaN;5;0;0;1.2199;0
NF;1;2;1;1;3;1;0;0;2;0;1;0.94058;0
NF;1;2;1;1;3;4;0;1;3;1;0;864;0
NF;1;2;1;0;10;1;0;NaN;3;1;0;1.2779;0
NF;1;2;1;0;7;5;1;NaN;5;1;1;1.2562;0
NF;1;2;1;0;9;2;1;NaN;2;1;1;1.1316;0
NF;1;2;1;0;6;4;1;NaN;2;1;1;0.75329;0
NF;1;2;1;0;10;1;1;NaN;3;1;1;0.76473;0
NF;1;2;1;0;7;2;1;NaN;1;0;0;0.88115;0
NF;1;2;1;0;8;2;0;NaN;3;0;1;1.2083;0
NF;1;2;1;1;2;2;0;1;2;0;1;1.2057;0
NF;1;2;1;0;6;3;1;NaN;3;0;0;0.82168;0
NF;1;2;1;1;5;3;0;1;3;1;0;0.83514;0
NF;1;2;1;0;9;4;1;NaN;4;1;1;1.0872;0
NF;1;2;1;0;9;1;1;NaN;1;1;1;1.0603;0
NF;1;2;1;1;2;4;0;0;3;0;1;0.96786;0
NF;1;2;1;1;2;4;1;NaN;1;1;1;0.70069;0
NF;1;2;1;1;4;4;0;0;2;0;1;0.99651;0
NF;1;2;1;0;10;2;1;NaN;2;1;1;1.7634;0
NF;1;2;1;0;9;3;1;NaN;4;0;0;1.0659;0
NF;1;2;1;1;2;2;1;NaN;4;1;1;0.71749;0
NF;1;2;1;0;6;1;0;NaN;3;1;0;1.1319;0
NF;1;2;1;0;8;5;1;NaN;4;1;1;0.86003;0
NF;1;2;1;0;9;3;1;NaN;1;1;1;0.61515;0
NF;1;2;1;0;9;1;1;NaN;1;1;1;0.83328;0
NF;1;2;1;1;5;1;1;NaN;2;0;0;0.63685;0
NF;1;2;1;0;8;3;0;NaN;2;0;1;0.55507;0
NF;1;2;1;0;10;4;0;NaN;2;0;1;0.47819;0
NF;1;2;1;0;8;3;1;NaN;5;1;1;1.5289;0
NF;1;2;1;0;7;1;1;NaN;1;1;1;0.99657;0
NF;1;2;1;0;10;1;0;NaN;2;0;1;0.80335;0
NF;1;2;1;0;6;1;1;NaN;3;0;0;0.8375;0
NF;1;2;1;1;1;4;1;NaN;1;1;1;0.62562;0
NF;1;2;1;1;3;5;0;1;3;1;0;0.74826;0
NF;1;2;1;0;8;2;0;NaN;3;0;1;0.94605;0
NF;1;2;1;1;5;2;1;NaN;2;1;1;0.58939;0
NF;1;2;1;1;3;5;1;NaN;1;1;1;0.57343;0
NF;1;2;1;1;4;2;0;0;2;0;1;0.98048;0
NF;1;2;1;1;1;1;1;NaN;1;1;1;1.0927;0
NF;1;2;1;0;10;3;1;NaN;3;1;1;0.58402;0
NF;1;2;1;0;9;5;0;NaN;2;0;1;0.6611;0
NF;1;2;1;1;2;4;1;NaN;1;1;1;0.71687;0
NF;1;2;1;0;8;3;0;NaN;1;0;1;0.8136;0
NF;1;2;1;1;5;1;0;0;2;0;1;0.76816;0
NF;1;2;1;1;2;2;1;NaN;1;1;1;0.65011;0
NF;1;2;1;0;10;4;0;NaN;1;0;1;0.66779;0
NF;1;2;1;0;8;2;0;NaN;3;0;1;0.72955;0
NF;1;2;1;1;2;5;0;0;3;1;0;1.2379;0
NF;1;2;1;1;5;1;0;1;1;1;0;0.80532;0
NF;1;2;1;1;2;4;1;NaN;5;1;1;0.88438;0
NF;1;2;1;0;8;1;0;NaN;3;0;1;0.65954;0
NF;1;2;1;1;2;2;0;1;2;1;0;1.0617;0
NF;1;2;1;0;6;2;0;NaN;3;1;0;0.81979;0
NF;1;2;1;1;3;5;1;NaN;5;1;1;0.86782;0
NF;1;2;1;1;1;2;0;0;3;0;1;0.7805;0
NF;1;2;1;0;8;4;0;NaN;1;1;0;0.64751;0
NF;1;2;1;1;2;5;0;1;3;0;1;1.0916;0
NF;1;2;1;0;9;4;1;NaN;3;1;1;0.72382;0
NF;1;2;1;1;3;2;0;1;2;0;1;0.86118;0
NF;1;2;1;1;3;3;0;0;2;0;1;0.86931;0
NF;1;2;1;0;10;4;1;NaN;4;1;1;0.65405;0
NF;1;2;1;1;2;1;0;1;2;0;1;0.76812;0
NF;1;2;1;0;7;5;1;NaN;2;1;1;0.57254;0
NF;1;2;1;1;1;5;1;NaN;4;0;0;0.63312;0
NF;1;2;1;0;8;1;0;NaN;2;1;0;0.69781;0
NF;1;2;1;0;9;3;0;NaN;2;0;1;0.96959;0
NF;1;2;1;1;5;2;1;NaN;2;1;1;0.5639;0
NF;1;2;1;0;9;5;1;NaN;5;1;1;0.70102;0
NF;1;2;1;1;3;3;1;NaN;4;0;0;0.90186;0
NF;1;2;1;0;7;3;1;NaN;3;0;0;0.77427;0
NF;1;2;1;0;8;1;1;NaN;1;1;1;0.84072;0
NF;1;2;1;0;9;5;1;NaN;5;0;0;0.57821;0
NF;1;2;1;1;2;3;1;NaN;5;1;1;0.5697;0
NF;1;2;1;1;4;5;0;1;2;1;0;0.65358;0
NF;1;2;1;1;2;1;1;NaN;2;0;0;0.64542;0
NF;1;2;1;0;7;1;1;NaN;3;1;1;1.0281;0
NF;1;2;1;1;3;1;0;1;2;1;0;1.0481;0
NF;1;2;1;0;10;1;0;NaN;1;0;1;0.72012;0
NF;1;2;1;1;1;2;1;NaN;1;1;1;0.65754;0
NF;1;2;1;1;2;1;1;NaN;5;1;1;0.93474;0
NF;1;2;1;0;9;2;1;NaN;2;1;1;1.0254;0
NF;1;2;1;0;9;2;1;NaN;2;0;0;0.68501;0
NF;1;2;1;1;2;1;0;0;3;1;0;0.66778;0
NF;1;2;1;0;7;3;0;NaN;3;1;0;0.72954;0
NF;1;2;1;0;6;1;1;NaN;5;1;1;0.76586;0
NF;1;2;1;1;3;1;1;NaN;3;0;0;0.87181;0
NF;1;2;1;0;8;1;0;NaN;1;1;0;1.0354;0
NF;1;2;1;0;8;5;1;NaN;2;0;0;1.205;0
NF;1;2;1;0;6;1;0;NaN;2;1;0;0.65277;0
NF;1;2;1;1;3;1;1;NaN;1;0;0;1.7751;0
NF;1;2;1;1;4;5;1;NaN;1;1;1;0.96408;0
NF;1;2;1;0;10;4;0;NaN;2;0;1;1.2139;0
NF;1;2;1;1;1;4;1;NaN;1;1;1;0.91563;0
NF;1;2;1;1;2;5;0;0;2;1;0;0.82097;0
NF;1;2;1;1;4;4;1;NaN;3;1;1;0.74405;0
NF;1;2;1;1;3;3;1;NaN;3;0;0;0.89403;0
NF;1;2;1;1;4;1;0;1;3;0;1;0.55792;0
