Observer;Tone complexity;Session;Practice or main experiment;Chord consonance;Chord shape index;Starting pitch;Probe correctness;Probe consonance;Probe index;Response yes/no;Response accuracy;Response time
JS;0;1;0;1;1;1;0;1;3;1;0;0.52679
JS;0;1;0;1;1;1;0;0;2;0;1;0.59082
JS;0;1;0;0;4;3;1;NaN;3;1;1;0.49178
JS;0;1;0;0;3;2;1;NaN;3;1;1;0.58716
JS;0;1;0;1;1;1;0;1;3;1;0;0.56519
JS;0;1;0;0;4;3;1;NaN;4;1;1;0.57718
JS;0;1;0;0;3;2;1;NaN;1;0;0;0.64619
JS;0;1;0;1;2;1;0;1;3;0;1;0.56785
JS;0;1;0;0;4;3;1;NaN;5;1;1;0.48625
JS;0;1;0;0;3;3;1;NaN;3;0;0;0.53768
JS;0;1;0;1;2;2;0;1;3;1;0;0.61762
JS;0;1;0;0;3;2;0;NaN;6;0;1;0.57169
JS;0;1;0;1;2;2;0;0;1;0;1;0.55899
JS;0;1;0;0;3;1;0;NaN;1;0;1;0.55664
JS;0;1;0;0;4;3;0;NaN;6;1;0;0.56058
JS;0;1;0;0;3;2;1;NaN;2;0;0;0.57254
JS;0;1;0;1;2;1;1;NaN;4;1;1;0.59377
JS;0;1;0;0;3;1;0;NaN;1;0;1;0.63715
JS;0;1;0;0;4;2;1;NaN;1;0;0;0.61617
JS;0;1;0;1;1;3;1;NaN;2;0;0;0.54488
JS;0;1;0;0;4;2;0;NaN;3;1;0;0.51963
JS;0;1;0;1;2;2;1;NaN;1;0;0;0.57073
JS;0;1;0;1;1;1;0;1;1;1;0;0.5037
JS;0;1;0;1;2;2;1;NaN;2;1;1;0.58297
JS;0;1;0;0;3;3;0;NaN;1;0;1;0.63468
JS;0;1;0;0;3;2;1;NaN;1;1;1;0.57225
JS;0;1;0;1;2;2;0;0;3;0;1;0.54276
JS;0;1;0;0;4;1;1;NaN;4;1;1;0.51606
JS;0;1;0;0;4;3;0;NaN;2;0;1;0.54049
JS;0;1;0;1;1;2;0;1;1;1;0;0.56194
JS;0;1;0;0;3;3;0;NaN;4;1;0;0.57384
JS;0;1;0;0;3;3;1;NaN;1;0;0;0.62447
JS;0;1;0;0;3;1;1;NaN;5;1;1;0.48345
JS;0;1;0;1;2;2;0;1;1;0;1;0.53875
JS;0;1;0;0;3;1;1;NaN;1;1;1;0.60029
JS;0;1;0;1;2;3;0;0;2;0;1;0.54088
JS;0;1;0;1;2;2;0;0;2;0;1;0.5213
JS;0;1;0;1;2;1;1;NaN;2;1;1;0.50962
JS;0;1;0;0;4;1;0;NaN;3;0;1;0.50208
JS;0;1;0;1;2;1;1;NaN;1;1;1;0.53182
JS;0;1;0;1;1;1;0;1;2;1;0;0.52356
JS;0;1;0;0;3;2;1;NaN;4;1;1;0.55596
JS;0;1;0;0;4;2;1;NaN;2;0;0;0.55193
JS;0;1;0;0;3;1;1;NaN;4;1;1;0.6034
JS;0;1;0;1;1;2;0;0;2;0;1;0.60629
JS;0;1;0;1;1;3;1;NaN;3;1;1;0.47164
JS;0;1;0;1;2;2;1;NaN;3;1;1;0.56695
JS;0;1;0;0;4;2;1;NaN;1;1;1;0.49996
JS;0;1;0;0;4;1;0;NaN;4;1;0;0.56324
JS;0;1;0;1;2;2;1;NaN;1;0;0;0.58335
JS;0;1;0;1;1;2;1;NaN;2;0;0;0.5723
JS;0;1;0;0;3;3;1;NaN;2;1;1;0.61476
JS;0;1;0;1;2;3;1;NaN;4;1;1;0.51528
JS;0;1;0;1;1;3;0;1;3;1;0;0.60118
JS;0;1;0;0;3;2;0;NaN;2;0;1;0.57133
JS;0;1;0;1;1;3;0;0;1;0;1;0.56038
JS;0;1;0;1;1;1;1;NaN;5;1;1;0.53221
JS;0;1;0;0;4;2;1;NaN;2;0;0;0.57122
JS;0;1;0;1;1;3;1;NaN;5;1;1;0.54173
JS;0;1;0;1;1;2;1;NaN;4;1;1;0.55523
JS;0;1;0;0;4;1;0;NaN;1;1;0;0.61755
JS;0;1;0;0;3;3;0;NaN;2;0;1;0.57166
JS;0;1;0;1;1;1;1;NaN;3;1;1;0.54221
JS;0;1;0;1;1;3;0;0;1;1;0;0.58763
JS;0;1;0;0;4;3;1;NaN;3;1;1;0.51905
JS;0;1;0;1;1;2;0;0;1;0;1;0.49407
JS;0;1;0;0;4;1;1;NaN;1;0;0;0.53483
JS;0;1;0;0;4;2;1;NaN;5;1;1;0.51475
JS;0;1;0;1;2;1;0;1;1;0;1;0.51265
JS;0;1;0;1;2;1;1;NaN;4;1;1;0.51995
JS;0;1;0;0;3;3;1;NaN;5;1;1;0.45346
JS;0;1;0;0;4;2;0;NaN;4;0;1;0.54861
JS;0;1;0;0;3;3;1;NaN;5;1;1;0.49805
JS;0;1;0;1;1;3;1;NaN;5;1;1;0.5614
JS;0;1;0;1;2;1;1;NaN;1;0;0;0.60551
JS;0;1;0;1;2;3;1;NaN;5;1;1;0.48192
JS;0;1;0;0;4;1;0;NaN;2;0;1;0.4813
JS;0;1;0;1;2;1;0;0;2;0;1;0.5302
JS;0;1;0;1;1;3;1;NaN;1;0;0;0.52506
JS;0;1;0;1;1;2;0;0;3;0;1;0.53993
JS;0;1;0;1;1;3;0;1;1;1;0;0.55317
JS;0;1;0;0;3;2;1;NaN;2;0;0;0.59972
JS;0;1;0;1;1;2;1;NaN;3;1;1;0.58873
JS;0;1;0;0;4;1;1;NaN;2;0;0;0.62281
JS;0;1;0;0;4;2;0;NaN;1;0;1;0.59153
JS;0;1;0;0;3;2;0;NaN;5;0;1;0.53888
JS;0;1;0;1;1;2;1;NaN;2;0;0;0.57633
JS;0;1;0;1;1;1;0;0;1;0;1;0.55736
JS;0;1;0;1;2;1;0;1;2;1;0;0.5693
JS;0;1;0;0;4;3;0;NaN;1;0;1;0.5638
JS;0;1;0;1;1;3;0;0;2;0;1;0.48369
JS;0;1;0;0;3;1;0;NaN;6;1;0;0.60169
JS;0;1;0;1;1;1;0;0;3;0;1;0.57209
JS;0;1;0;1;1;3;0;0;2;0;1;0.5931
JS;0;1;0;1;1;3;0;1;2;1;0;0.54869
JS;0;1;0;1;2;2;0;1;1;0;1;0.51496
JS;0;1;0;0;4;3;1;NaN;4;1;1;0.51195
JS;0;1;0;0;3;2;0;NaN;1;0;1;0.67238
JS;0;1;0;1;2;3;0;1;2;1;0;0.59248
JS;0;1;0;0;4;1;1;NaN;5;1;1;0.66802
JS;0;1;0;1;2;1;1;NaN;5;1;1;0.62251
JS;0;1;0;0;3;1;0;NaN;5;0;1;0.59686
JS;0;1;0;0;3;1;0;NaN;2;0;1;0.54438
JS;0;1;0;0;4;3;0;NaN;4;1;0;0.50178
JS;0;1;0;1;1;1;1;NaN;4;1;1;0.58344
JS;0;1;0;1;2;1;1;NaN;3;0;0;0.62039
JS;0;1;0;0;4;3;0;NaN;1;1;0;0.62032
JS;0;1;0;0;4;2;0;NaN;5;0;1;0.71826
JS;0;1;0;0;4;2;0;NaN;2;1;0;0.58155
JS;0;1;0;0;3;2;0;NaN;4;0;1;0.50418
JS;0;1;0;1;2;3;1;NaN;2;0;0;0.52842
JS;0;1;0;0;3;1;1;NaN;1;1;1;0.45285
JS;0;1;0;1;1;2;0;1;2;1;0;0.44564
JS;0;1;0;1;1;1;1;NaN;1;0;0;0.51842
JS;0;1;0;1;2;3;0;0;1;1;0;0.5163
JS;0;1;0;1;2;2;1;NaN;3;0;0;0.55428
JS;0;1;0;1;1;3;1;NaN;4;1;1;0.44864
JS;0;1;0;1;1;2;1;NaN;1;0;0;0.51894
JS;0;1;0;1;2;1;1;NaN;5;1;1;0.4634
JS;0;1;0;1;1;3;1;NaN;4;1;1;0.52562
JS;0;1;0;1;1;1;0;1;2;0;1;0.53153
JS;0;1;0;1;2;2;0;1;2;1;0;0.53702
JS;0;1;0;1;2;3;1;NaN;4;1;1;0.51736
JS;0;1;0;0;3;1;0;NaN;3;0;1;0.62171
JS;0;1;0;1;1;1;1;NaN;4;1;1;0.50456
JS;0;1;0;1;2;2;1;NaN;5;1;1;0.5176
JS;0;1;0;0;3;2;1;NaN;2;0;0;0.49396
JS;0;1;0;0;3;2;0;NaN;3;0;1;0.53343
JS;0;1;0;1;1;3;1;NaN;3;0;0;0.60171
JS;0;1;0;1;2;3;0;0;2;0;1;0.48387
JS;0;1;0;1;2;1;0;0;3;0;1;0.53913
JS;0;1;0;1;1;2;1;NaN;3;0;0;0.50459
JS;0;1;0;1;1;1;0;1;1;1;0;0.46504
JS;0;1;0;1;2;3;1;NaN;1;1;1;0.48719
JS;0;1;0;1;2;1;0;0;1;0;1;0.55302
JS;0;1;0;1;2;1;0;1;3;1;0;0.46805
JS;0;1;0;1;2;2;1;NaN;4;1;1;0.49933
JS;0;1;0;0;3;3;1;NaN;3;0;0;0.52379
JS;0;1;0;1;1;2;1;NaN;5;1;1;0.45621
JS;0;1;0;0;3;3;0;NaN;5;0;1;0.5114
JS;0;1;0;0;4;1;1;NaN;4;1;1;0.47991
JS;0;1;0;0;4;3;1;NaN;1;0;0;0.57408
JS;0;1;0;1;2;3;1;NaN;3;0;0;0.5072
JS;0;1;0;1;2;1;0;1;1;1;0;0.50498
JS;0;1;0;1;1;1;1;NaN;2;1;1;0.48128
JS;0;1;0;1;2;2;1;NaN;2;0;0;0.52758
JS;0;1;0;0;3;1;1;NaN;2;1;1;0.47849
JS;0;1;0;1;2;3;0;1;1;1;0;0.53542
JS;0;1;0;0;3;3;0;NaN;6;0;1;0.52372
JS;0;1;0;0;3;3;1;NaN;4;0;0;0.54791
JS;0;1;0;0;3;2;1;NaN;5;1;1;0.46414
JS;0;1;0;0;3;3;0;NaN;3;0;1;0.46339
JS;0;1;0;0;4;3;1;NaN;5;1;1;0.45377
JS;0;1;0;1;2;3;0;0;1;0;1;0.48502
JS;0;1;0;1;2;1;0;1;2;1;0;0.51653
JS;0;1;0;0;4;2;1;NaN;3;1;1;0.58872
JS;0;1;0;0;4;2;0;NaN;6;0;1;0.47235
JS;0;1;0;1;1;2;0;1;3;1;0;0.6226
JS;0;1;0;0;3;1;1;NaN;3;1;1;0.50565
JS;0;1;0;0;3;1;0;NaN;4;0;1;0.5435
JS;0;1;0;0;4;1;1;NaN;1;0;0;0.60683
JS;0;1;0;0;4;1;0;NaN;5;0;1;0.73685
JS;0;1;0;0;4;3;0;NaN;5;0;1;0.60813
JS;0;1;0;0;4;2;1;NaN;3;1;1;0.59429
JS;0;1;0;0;4;1;0;NaN;2;0;1;0.54342
JS;0;1;0;0;4;2;0;NaN;4;0;1;0.57116
JS;0;1;0;0;3;2;0;NaN;5;0;1;0.58316
JS;0;1;0;1;2;3;1;NaN;3;0;0;0.57328
JS;0;1;0;0;4;3;1;NaN;2;0;0;0.55222
JS;0;1;0;0;3;3;0;NaN;6;0;1;0.54967
JS;0;1;0;1;2;3;0;1;3;1;0;0.51492
JS;0;1;0;1;1;2;0;0;3;0;1;0.49696
JS;0;1;0;0;4;2;1;NaN;4;1;1;0.52817
JS;0;1;0;0;3;1;1;NaN;5;1;1;0.55934
JS;0;1;0;1;1;3;0;0;3;0;1;0.51681
JS;0;1;0;0;3;3;0;NaN;1;1;0;0.52339
JS;0;1;0;0;4;1;0;NaN;3;0;1;0.50403
JS;0;1;0;0;4;1;1;NaN;3;1;1;0.52013
JS;0;1;0;0;4;1;1;NaN;5;1;1;0.51818
JS;0;1;0;0;4;3;0;NaN;6;0;1;0.61189
JS;0;1;0;0;3;1;0;NaN;2;0;1;0.50197
JS;0;1;0;1;1;1;1;NaN;5;1;1;0.46945
JS;0;1;0;0;3;3;1;NaN;4;1;1;0.5246
JS;0;1;0;1;1;1;1;NaN;1;0;0;0.53968
JS;0;1;0;1;1;2;0;1;1;1;0;0.54497
JS;0;1;0;1;2;3;0;0;3;0;1;0.44653
JS;0;1;0;1;2;3;1;NaN;5;1;1;0.41522
JS;0;1;0;0;3;1;0;NaN;3;0;1;0.45354
JS;0;1;0;1;1;2;1;NaN;1;1;1;0.42085
JS;0;1;0;0;4;2;0;NaN;5;0;1;0.4121
JS;0;1;0;1;2;2;0;0;3;0;1;0.48346
JS;0;1;0;0;3;2;0;NaN;4;0;1;0.45884
JS;0;1;0;0;3;2;1;NaN;3;0;0;0.50617
JS;0;1;0;0;4;1;0;NaN;6;1;0;0.43448
JS;0;1;0;0;4;2;1;NaN;2;0;0;0.44084
JS;0;1;0;1;2;2;1;NaN;2;1;1;0.43218
JS;0;1;0;0;4;1;0;NaN;1;1;0;0.43481
JS;0;1;0;0;3;1;1;NaN;4;0;0;0.50279
JS;0;1;0;1;1;2;1;NaN;2;1;1;0.50211
JS;0;1;0;0;4;3;0;NaN;3;0;1;0.51871
JS;0;1;1;1;2;2;1;NaN;2;1;1;0.51042
JS;0;1;1;1;1;3;1;NaN;3;1;1;0.56281
JS;0;1;1;1;3;2;0;0;2;0;1;0.5173
JS;0;1;1;1;4;4;1;NaN;3;1;1;0.55906
JS;0;1;1;0;8;1;1;NaN;2;0;0;0.52657
JS;0;1;1;0;10;4;0;NaN;1;0;1;0.52632
JS;0;1;1;0;9;3;0;NaN;3;0;1;0.53428
JS;0;1;1;0;6;2;1;NaN;4;1;1;0.55059
JS;0;1;1;0;8;4;0;NaN;2;0;1;0.59202
JS;0;1;1;0;10;4;1;NaN;2;0;0;0.56709
JS;0;1;1;1;5;1;1;NaN;5;1;1;0.50296
JS;0;1;1;1;2;1;1;NaN;4;1;1;0.55167
JS;0;1;1;1;2;2;0;0;3;0;1;0.52667
JS;0;1;1;1;3;4;0;1;3;0;1;0.55843
JS;0;1;1;0;8;4;1;NaN;2;0;0;0.52047
JS;0;1;1;0;8;1;1;NaN;2;1;1;0.48773
JS;0;1;1;0;6;5;0;NaN;4;0;1;0.53547
JS;0;1;1;0;10;2;1;NaN;4;1;1;0.55978
JS;0;1;1;0;7;5;1;NaN;5;1;1;0.47115
JS;0;1;1;0;6;5;0;NaN;3;0;1;0.52708
JS;0;1;1;0;8;3;1;NaN;3;1;1;0.48676
JS;0;1;1;1;5;2;0;1;3;0;1;0.51854
JS;0;1;1;1;1;5;1;NaN;2;1;1;0.5204
JS;0;1;1;0;10;5;0;NaN;6;0;1;0.59974
JS;0;1;1;0;10;5;0;NaN;5;0;1;0.58319
JS;0;1;1;0;7;2;0;NaN;5;0;1;0.6642
JS;0;1;1;1;2;5;1;NaN;2;1;1;0.58278
JS;0;1;1;0;10;1;0;NaN;6;1;0;0.55972
JS;0;1;1;1;3;1;0;0;2;0;1;0.55363
JS;0;1;1;0;8;3;1;NaN;3;1;1;0.59253
JS;0;1;1;0;9;1;0;NaN;3;0;1;0.54348
JS;0;1;1;0;6;2;1;NaN;4;1;1;0.55245
JS;0;1;1;0;10;4;1;NaN;4;0;0;0.56734
JS;0;1;1;1;4;1;1;NaN;4;0;0;0.5192
JS;0;1;1;1;2;5;1;NaN;2;1;1;0.46257
JS;0;1;1;0;7;4;0;NaN;1;0;1;0.51833
JS;0;1;1;0;8;1;0;NaN;4;0;1;0.4936
JS;0;1;1;0;6;2;1;NaN;2;1;1;0.4804
JS;0;1;1;0;10;5;0;NaN;2;0;1;0.4722
JS;0;1;1;0;9;4;1;NaN;4;1;1;0.45595
JS;0;1;1;0;9;3;0;NaN;1;0;1;0.44496
JS;0;1;1;0;7;4;0;NaN;6;0;1;0.49181
JS;0;1;1;1;4;2;1;NaN;1;0;0;0.62099
JS;0;1;1;0;7;4;0;NaN;1;1;0;0.43013
JS;0;1;1;1;2;4;0;0;3;0;1;0.46727
JS;0;1;1;0;9;2;0;NaN;4;0;1;0.50711
JS;0;1;1;0;6;1;0;NaN;1;0;1;0.54287
JS;0;1;1;1;2;4;0;0;1;0;1;0.5037
JS;0;1;1;1;3;5;0;1;3;0;1;0.5365
JS;0;1;1;1;2;2;1;NaN;5;1;1;0.43832
JS;0;1;1;0;6;2;0;NaN;2;0;1;0.49328
JS;0;1;1;1;1;1;0;1;2;1;0;0.50255
JS;0;1;1;1;4;1;1;NaN;2;1;1;0.49573
JS;0;1;1;0;9;5;1;NaN;2;1;1;0.50353
JS;0;1;1;0;7;1;1;NaN;4;1;1;0.45632
JS;0;1;1;1;5;4;0;0;1;0;1;0.47222
JS;0;1;1;0;7;3;1;NaN;2;0;0;0.47978
JS;0;1;1;0;7;1;0;NaN;5;1;0;0.49556
JS;0;1;1;1;5;2;1;NaN;1;0;0;0.55183
JS;0;1;1;0;10;3;1;NaN;5;1;1;0.42278
JS;0;1;1;1;5;4;0;1;1;0;1;0.4692
JS;0;1;1;1;5;1;0;0;2;0;1;0.55082
JS;0;1;1;1;2;5;1;NaN;5;1;1;0.41622
JS;0;1;1;1;4;1;1;NaN;1;0;0;0.45895
JS;0;1;1;1;1;1;1;NaN;2;1;1;0.4748
JS;0;1;1;1;1;2;1;NaN;5;1;1;0.43453
JS;0;1;1;0;10;4;0;NaN;2;0;1;0.51974
JS;0;1;1;1;4;2;1;NaN;5;1;1;0.44434
JS;0;1;1;1;2;1;1;NaN;1;1;1;0.61694
JS;0;1;1;0;10;4;0;NaN;6;0;1;0.58643
JS;0;1;1;1;2;3;0;1;1;1;0;0.46235
JS;0;1;1;0;10;5;1;NaN;4;1;1;0.46216
JS;0;1;1;0;9;4;0;NaN;2;0;1;574
JS;0;1;1;0;9;1;1;NaN;5;1;1;0.46232
JS;0;1;1;0;8;2;0;NaN;3;0;1;0.50376
JS;0;1;1;0;8;4;0;NaN;6;1;0;0.42053
JS;0;1;1;0;8;1;1;NaN;5;1;1;0.39621
JS;0;1;1;0;6;4;1;NaN;4;1;1;0.45746
JS;0;1;1;1;1;1;0;0;2;1;0;0.52921
JS;0;1;1;1;4;4;1;NaN;4;0;0;0.51866
JS;0;1;1;1;3;2;0;0;1;0;1;0.47472
JS;0;1;1;0;8;2;0;NaN;5;0;1;0.5465
JS;0;1;1;1;2;1;0;0;3;0;1;0.67034
JS;0;1;1;0;6;5;0;NaN;4;0;1;0.53347
JS;0;1;1;0;10;3;1;NaN;3;1;1;0.47406
JS;0;1;1;0;9;1;0;NaN;6;0;1;0.45789
JS;0;1;1;1;1;5;1;NaN;5;1;1;0.48797
JS;0;1;1;0;7;4;1;NaN;2;0;0;0.44764
JS;0;1;1;0;8;3;0;NaN;3;1;0;0.53538
JS;0;1;1;0;8;1;1;NaN;1;0;0;0.59189
JS;0;1;1;1;2;1;1;NaN;4;1;1;0.43074
JS;0;1;1;0;7;4;1;NaN;3;1;1;0.46258
JS;0;1;1;0;7;4;1;NaN;4;1;1;0.43939
JS;0;1;1;0;6;1;0;NaN;6;0;1;0.46199
JS;0;1;1;0;6;1;0;NaN;2;1;0;0.54974
JS;0;1;1;0;9;2;0;NaN;6;0;1;457
JS;0;1;1;1;5;5;1;NaN;3;1;1;0.44713
JS;0;1;1;1;2;2;0;0;1;0;1;0.50031
JS;0;1;1;1;3;5;1;NaN;3;1;1;0.43954
JS;0;1;1;0;8;2;0;NaN;2;0;1;0.4713
JS;0;1;1;1;2;4;0;1;3;0;1;0.50311
JS;0;1;1;0;6;4;1;NaN;1;1;1;0.4558
JS;0;1;1;0;10;5;1;NaN;5;1;1;0.43962
JS;0;1;1;0;9;5;1;NaN;1;0;0;0.53288
JS;0;1;1;0;9;5;0;NaN;3;0;1;0.52774
JS;0;1;1;1;1;5;1;NaN;2;1;1;0.54917
JS;0;1;1;0;7;2;0;NaN;3;0;1;0.5
JS;0;1;1;0;9;5;1;NaN;4;1;1;0.44733
JS;0;1;1;0;6;5;1;NaN;3;0;0;0.62305
JS;0;1;1;0;6;5;0;NaN;5;0;1;0.61612
JS;0;1;1;0;10;2;1;NaN;3;1;1;0.49428
JS;0;1;1;1;5;1;1;NaN;3;0;0;0.53433
JS;0;1;1;1;5;2;0;1;1;1;0;0.48684
JS;0;1;1;0;7;3;1;NaN;1;1;1;0.49459
JS;0;1;1;1;5;3;0;1;3;1;0;0.53791
JS;0;1;1;0;8;5;1;NaN;4;1;1;0.47971
JS;0;1;1;1;4;5;1;NaN;2;0;0;0.44747
JS;0;1;1;0;8;4;0;NaN;6;0;1;0.6312
JS;0;1;1;0;10;5;0;NaN;6;1;0;0.43827
JS;0;1;1;1;1;2;0;1;2;1;0;0.47007
JS;0;1;1;1;3;4;1;NaN;1;0;0;0.57121
JS;0;1;1;1;3;2;1;NaN;2;0;0;627
JS;0;1;1;0;8;1;0;NaN;1;1;0;0.56709
JS;0;1;1;1;4;1;0;1;1;1;0;0.55092
JS;0;1;1;0;10;1;0;NaN;5;0;1;0.56943
JS;0;1;1;1;4;4;0;0;3;1;0;0.5578
JS;0;1;1;0;10;3;1;NaN;3;0;0;0.56769
JS;0;1;1;1;4;5;1;NaN;1;1;1;0.52523
JS;0;1;1;0;6;5;0;NaN;3;0;1;0.5116
JS;0;1;1;0;7;4;0;NaN;5;0;1;0.51828
JS;0;1;1;1;3;1;0;0;3;1;0;0.51219
JS;0;1;1;0;6;2;0;NaN;3;1;0;0.50298
JS;0;1;1;0;7;1;1;NaN;5;1;1;0.47172
JS;0;1;1;0;6;3;0;NaN;4;1;0;0.57659
JS;0;1;1;1;2;5;0;0;3;0;1;0.50952
JS;0;1;1;1;2;4;1;NaN;4;1;1;0.63874
JS;0;1;1;1;2;3;1;NaN;2;1;1;0.49432
JS;0;1;1;1;2;1;1;NaN;1;0;0;0.55871
JS;0;1;1;0;6;4;0;NaN;3;1;0;0.55262
JS;0;1;1;1;3;4;1;NaN;1;1;1;0.48741
JS;0;1;1;1;1;1;0;1;3;1;0;0.43916
JS;0;1;1;0;7;5;0;NaN;6;1;0;0.47645
JS;0;1;1;1;4;1;1;NaN;1;0;0;0.48436
JS;0;1;1;0;10;2;0;NaN;5;0;1;0.56961
JS;0;1;1;0;9;3;0;NaN;3;1;0;0.58297
JS;0;1;1;0;6;5;1;NaN;2;1;1;0.54387
JS;0;1;1;1;1;1;1;NaN;4;1;1;0.67828
JS;0;1;1;1;2;2;0;1;2;1;0;0.45403
JS;0;1;1;0;6;3;1;NaN;4;1;1;0.48573
JS;0;1;1;1;5;2;0;0;1;1;0;0.46154
JS;0;1;1;1;4;1;0;1;3;0;1;0.50121
JS;0;1;1;1;4;1;0;1;2;0;1;0.52056
JS;0;1;1;0;9;3;1;NaN;5;1;1;0.51995
JS;0;1;1;1;5;3;0;0;1;0;1;0.45527
JS;0;1;1;1;3;1;0;0;1;0;1;0.51894
JS;0;1;1;1;3;5;0;1;2;1;0;0.51033
JS;0;1;1;0;7;1;1;NaN;1;0;0;0.50369
JS;0;1;1;1;1;2;1;NaN;1;1;1;0.50436
JS;0;1;1;0;8;5;1;NaN;5;1;1;0.46373
JS;0;1;1;1;1;3;1;NaN;4;1;1;0.45453
JS;0;1;1;0;7;2;0;NaN;2;1;0;0.54962
JS;0;1;1;1;2;5;1;NaN;4;1;1;0.47914
JS;0;1;1;1;3;2;1;NaN;3;1;1;0.52676
JS;0;1;1;0;8;1;0;NaN;3;1;0;0.4812
JS;0;1;1;0;6;1;0;NaN;3;0;1;0.48102
JS;0;1;1;0;9;4;0;NaN;4;0;1;0.53669
JS;0;1;1;1;2;1;0;1;1;0;1;0.5211
JS;0;1;1;1;5;1;0;1;2;1;0;0.52831
JS;0;1;1;1;4;2;1;NaN;2;0;0;0.58418
JS;0;1;1;0;9;4;0;NaN;6;1;0;0.54027
JS;0;1;1;1;2;3;1;NaN;2;0;0;0.55154
JS;0;1;1;1;3;5;0;1;2;1;0;0.51058
JS;0;1;1;1;3;2;0;1;2;1;0;0.52793
JS;0;1;1;1;3;2;1;NaN;2;0;0;0.60916
JS;0;1;1;1;5;3;1;NaN;1;1;1;0.50915
JS;0;1;1;1;5;2;1;NaN;3;1;1;0.51848
JS;0;1;1;0;10;5;1;NaN;5;1;1;0.45623
JS;0;1;1;0;10;5;1;NaN;2;0;0;0.5292
JS;0;1;1;1;2;4;1;NaN;1;1;1;0.63734
JS;0;1;1;0;10;3;1;NaN;3;1;1;0.48744
JS;0;1;1;1;3;2;0;1;2;1;0;0.43922
JS;0;1;1;1;1;3;0;1;2;0;1;0.47894
JS;0;1;1;1;5;5;0;0;1;0;1;0.47077
JS;0;1;1;0;9;4;1;NaN;3;1;1;0.59846
JS;0;1;1;1;2;2;1;NaN;4;1;1;0.46448
JS;0;1;1;1;4;3;0;1;1;1;0;0.52835
JS;0;1;1;0;6;4;0;NaN;6;0;1;0.5362
JS;0;1;1;1;5;2;1;NaN;3;1;1;0.51087
JS;0;1;1;1;2;1;1;NaN;1;0;0;0.51127
JS;0;1;1;1;3;1;0;0;1;0;1;0.6072
JS;0;1;1;1;4;2;0;1;3;1;0;0.5056
JS;0;1;1;1;2;4;0;1;1;0;1;0.57245
JS;0;1;1;1;2;4;0;1;2;1;0;0.48738
JS;0;1;1;0;9;5;1;NaN;1;0;0;0.47906
JS;0;1;1;0;8;4;1;NaN;1;1;1;0.46285
JS;0;1;1;1;3;1;0;1;3;0;1;0.44911
JS;0;1;1;0;8;1;1;NaN;4;1;1;0.36085
JS;0;1;1;1;1;3;1;NaN;2;0;0;0.39813
JS;0;1;1;1;5;5;1;NaN;4;1;1;0.37397
JS;0;1;1;0;8;3;1;NaN;4;0;0;0.4137
JS;0;1;1;0;10;3;1;NaN;5;1;1;0.45769
JS;0;1;1;0;7;3;1;NaN;3;1;1;0.47897
JS;0;1;1;1;2;2;1;NaN;5;1;1;0.46269
JS;0;1;1;1;5;3;0;1;2;1;0;0.47045
JS;0;1;1;1;5;5;0;1;2;1;0;0.54236
JS;0;1;1;0;8;3;1;NaN;3;1;1;0.47121
JS;0;1;1;1;4;5;0;0;1;0;1;0.67904
JS;0;1;1;1;5;1;1;NaN;1;0;0;0.55857
JS;0;1;1;1;2;5;0;1;1;1;0;0.50997
JS;0;1;1;1;1;5;0;0;1;0;1;0.44729
JS;0;1;1;1;4;4;1;NaN;4;1;1;0.55107
JS;0;1;1;1;4;2;1;NaN;4;0;0;0.51497
JS;0;1;1;0;10;5;1;NaN;2;0;0;0.60736
JS;0;1;1;0;8;5;0;NaN;5;1;0;0.46329
JS;0;1;1;0;10;3;0;NaN;2;0;1;0.50307
JS;0;1;1;0;7;5;0;NaN;4;0;1;0.51986
JS;0;1;1;1;4;2;0;0;3;0;1;0.52718
JS;0;1;1;0;10;2;1;NaN;5;1;1;0.49918
JS;0;1;1;0;7;5;0;NaN;2;0;1;0.50332
JS;0;1;1;1;4;2;0;0;1;0;1;0.60019
JS;0;1;1;0;6;1;1;NaN;3;1;1;0.47961
JS;0;1;1;0;10;1;1;NaN;4;1;1;0.52737
JS;0;1;1;0;9;5;1;NaN;2;0;0;0.49533
JS;0;1;1;0;9;2;0;NaN;2;0;1;0.49558
JS;0;1;1;1;5;5;1;NaN;2;1;1;0.43181
JS;0;1;1;1;2;1;0;0;2;0;1;0.43157
JS;0;1;1;0;8;1;0;NaN;6;1;0;0.46885
JS;0;1;1;1;5;3;1;NaN;5;1;1;0.4687
JS;0;1;1;1;1;1;0;1;2;1;0;0.5804
JS;0;1;1;1;3;1;1;NaN;5;1;1;0.51988
JS;0;1;1;0;10;3;0;NaN;5;0;1;0.47914
JS;0;1;1;0;9;2;1;NaN;4;1;1;0.49488
JS;0;1;1;0;7;3;0;NaN;1;0;1;0.48716
JS;0;1;1;0;10;2;1;NaN;5;1;1;0.47343
JS;0;1;1;0;7;2;1;NaN;4;1;1;0.46533
JS;0;1;1;0;8;5;0;NaN;4;1;0;0.46503
JS;0;1;1;0;9;2;1;NaN;1;0;0;0.50475
JS;0;1;1;1;4;2;0;0;3;0;1;0.50802
JS;0;1;1;0;9;2;0;NaN;1;1;0;0.47994
JS;0;1;1;1;2;2;1;NaN;4;1;1;0.44769
JS;0;1;1;1;2;5;0;1;2;1;0;0.46239
